pid,author,year,title,description,location,award,awd_url
awd_1,"Zoss, Angela M., Edelblute, Trevor and Kouper, Inna",2014,Diseases across the Top Five Languages in PubMed,Visualization submitted to Data Challenge at ACM Web Science 2014 Conference,"Bloomington, IN",Student Best Entry,http://dx.doi.org/10.6084/m9.figshare.1033878
