pid,project_id,authors,year,title,description,rep_url
rep_1,prj_11,"Börner, Katy and Zoss, Angela M.",2010,Evolving and emerging populations and topics,"White paper for CISE/SBE Advisory Committee on Research Portfolio Analysis, National Science Foundation",http://ivl.cns.iu.edu/km/pub/2010-borner-zoss-sbe-evolvepop.pdf
